iter	MultiClass
0	1.007308617
1	0.9278741898
2	0.8640810794
3	0.8055486891
4	0.758764769
5	0.7146468864
6	0.6730673254
7	0.636550768
8	0.6016834836
9	0.5727735914
10	0.544193715
11	0.5194296702
12	0.4971602751
13	0.4761678295
14	0.4575902686
15	0.4357235218
16	0.4188307521
17	0.4024270212
18	0.3900500915
19	0.3790861068
20	0.3645017681
21	0.353341731
22	0.3413423871
23	0.3296831044
24	0.3215345126
25	0.3104712306
26	0.3038248196
27	0.2978222552
28	0.2903778967
29	0.2828082041
30	0.2749213281
31	0.2705306981
32	0.2647138067
33	0.2573883094
34	0.2512222066
35	0.2464857643
36	0.2407302413
37	0.2348640877
38	0.2302698481
39	0.2255658406
40	0.2208811245
41	0.2161527612
42	0.2106812948
43	0.2063661397
44	0.2031936994
45	0.1977523137
46	0.1947864971
47	0.1919881537
48	0.1887725023
49	0.1863780986
50	0.1838237103
51	0.1814937602
52	0.1791318404
53	0.1764584569
54	0.1745526379
55	0.1719418095
56	0.1696537969
57	0.1672580611
58	0.1655259663
59	0.164118716
60	0.1612018173
61	0.1591736093
62	0.1569708684
63	0.1551985616
64	0.1525614997
65	0.1510946104
66	0.1494252725
67	0.1479155647
68	0.1461453423
69	0.1442327171
70	0.1426641867
71	0.140545994
72	0.1387905302
73	0.1370461213
74	0.1347056257
75	0.1318458762
76	0.1293742372
77	0.12793724
78	0.1265409099
79	0.1247396033
80	0.1236133452
81	0.1222972837
82	0.1205416872
83	0.1191872207
84	0.1179603818
85	0.1160692977
86	0.1136828982
87	0.1123388404
88	0.1106165048
89	0.1092192565
90	0.1083347425
91	0.1068119545
92	0.1056134306
93	0.1046057984
94	0.1036900956
95	0.101871614
96	0.1005382157
97	0.09940611116
98	0.09838186016
99	0.09759284147
100	0.0966045203
101	0.09505973245
102	0.0938740882
103	0.0929797229
104	0.09228146534
105	0.09117683725
106	0.09022524529
107	0.08956026191
108	0.08806257629
109	0.08695919983
110	0.08522253383
111	0.0843363878
112	0.08370319713
113	0.08298286124
114	0.08226991256
115	0.08119762838
116	0.08018210925
117	0.07942749256
118	0.07859775716
119	0.07770245914
120	0.07673557957
121	0.0761831235
122	0.07552267844
123	0.07445122925
124	0.07350286007
125	0.07289428845
126	0.07193409466
127	0.07120059222
128	0.07059736256
129	0.07007219475
130	0.06915201552
131	0.0685982952
132	0.06753155859
133	0.06653684524
134	0.06574527437
135	0.06475519374
136	0.06397130845
137	0.06342825818
138	0.06240233813
139	0.06174656196
140	0.06132870349
141	0.06061565091
142	0.06020842247
143	0.05949345765
144	0.05886295851
145	0.05833795791
146	0.05766663409
147	0.0571751667
148	0.05657010795
149	0.0561191367
150	0.05530914881
151	0.05482514094
152	0.05403088126
153	0.05348228841
154	0.0530087257
155	0.05267436432
156	0.05215330942
157	0.05182978148
158	0.0513688796
159	0.05108150226
160	0.05066299648
161	0.05023553369
162	0.04950370625
163	0.04884322423
164	0.04806951405
165	0.04755212878
166	0.04678289663
167	0.04647017232
168	0.04613446718
169	0.04553825173
170	0.0449593459
171	0.04460767946
172	0.04429314021
173	0.04395108532
174	0.04337498963
175	0.04308946716
176	0.04273483259
177	0.04246683799
178	0.04193824952
179	0.04144063236
180	0.04111001727
181	0.04077899245
182	0.04042063464
